720	1.33E-02	5.18E-03	9.84E-03	1.65E-02
721	1.41E-02	5.64E-03	1.17E-02	1.92E-02
722	1.56E-02	6.40E-03	1.42E-02	2.28E-02
723	1.49E-02	6.02E-03	1.28E-02	2.08E-02
724	1.38E-02	5.47E-03	1.10E-02	1.82E-02
725	1.38E-02	5.44E-03	1.06E-02	1.76E-02
726	1.43E-02	5.64E-03	1.13E-02	1.87E-02
727	1.44E-02	5.74E-03	1.17E-02	1.93E-02
728	1.38E-02	5.41E-03	1.07E-02	1.77E-02
729	1.40E-02	5.58E-03	1.16E-02	1.89E-02
730	1.48E-02	5.91E-03	1.21E-02	1.99E-02
731	1.43E-02	5.68E-03	1.16E-02	1.90E-02
732	1.50E-02	6.05E-03	1.29E-02	2.09E-02
733	1.55E-02	6.38E-03	1.41E-02	2.27E-02
734	1.59E-02	6.54E-03	1.46E-02	2.34E-02
735	1.56E-02	6.42E-03	1.42E-02	2.29E-02
736	1.56E-02	6.41E-03	1.42E-02	2.28E-02
737	1.57E-02	6.45E-03	1.43E-02	2.29E-02
738	1.58E-02	6.56E-03	1.48E-02	2.36E-02
739	1.55E-02	6.45E-03	1.45E-02	2.32E-02
740	1.59E-02	6.62E-03	1.51E-02	2.40E-02
741	1.57E-02	6.55E-03	1.50E-02	2.39E-02
742	1.57E-02	6.56E-03	1.51E-02	2.41E-02
743	1.61E-02	6.74E-03	1.56E-02	2.47E-02
744	1.61E-02	6.72E-03	1.56E-02	2.48E-02
745	1.61E-02	6.73E-03	1.57E-02	2.49E-02
